ra,nome,ano_referencia,fase,turma,idade,genero,ano_ingresso,instituicao_ensino,pedra,inde,ian,ida,ieg,iaa,ips,ipp,ipv,defasagem,matematica,portugues,ida_next,ian_next,defasagem_next,delta_ida_next,delta_ian_next,delta_defasagem_next,target_risco,score_risco
RA-707,Aluno-707,2022,0,F,10.0,Menina,2020.0,Escola Pública,Ametista,7.679,5.0,8.5,8.1,10.0,6.9,,8.083,-2.0,8.8,8.2,6.5,5.0,-1.0,-2.0,0.0,1.0,1,0.9588767809755862
RA-707,Aluno-707,2023,FASE 1,1H,,Feminino,2020.0,Pública,Agata,6.518,5.0,6.5,9.8,0.0,3.77,7.916666667,7.946666667,-1.0,5.5,7.5,6.5,5.0,-1.0,0.0,0.0,0.0,0,0.4914924332460297
RA-708,ALUNO-708,2021,1.0,E,,,,Escola Pública,Ametista,7.286,5.0,5.1,9.2,9.0,7.5,8.3,7.2,-1.0,,,7.3,5.0,-1.0,2.2,0.0,0.0,0,0.3151073020250221
RA-708,Aluno-708,2022,0,F,9.0,Menino,2022.0,Escola Pública,Ametista,7.282,5.0,7.3,8.4,8.0,7.5,,7.583,-1.0,7.1,7.6,9.2,5.0,-1.0,1.8999999999999997,0.0,0.0,0,0.2578955893373743
RA-709,ALUNO-709,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.8,5.0,-1.0,,,,0,0.0007538855265298587
RA-709,ALUNO-709,2021,1.0,R,,,,Escola Pública,Ametista,7.449,5.0,5.8,8.3,8.5,7.5,8.5,8.4,-1.0,,,2.3,5.0,-2.0,-3.5,0.0,-1.0,1,0.6632663712404449
RA-709,Aluno-709,2022,0,F,10.0,Menina,2022.0,Escola Pública,Quartzo,5.313,5.0,2.3,3.5,9.5,7.5,,7.083,-2.0,2.3,2.3,4.9,5.0,-2.0,2.6000000000000005,0.0,0.0,0,0.24706629834154176
RA-709,Aluno-709,2023,ALFA,ALFA G - G2/G3,11.0,Feminino,2022.0,Pública,Agata,6.6927,5.0,4.9,7.9,10.0,7.52,5.625,6.59,-2.0,5.5,4.3,6.0,5.0,-1.0,1.0999999999999996,0.0,1.0,1,0.8132419212795874
RA-71,ALUNO-71,2021,0.0,J,,,,Escola Pública,#NULO!,7.36,5.0,3.6,0.0,7.4,5.0,0.0,0.0,-2.0,,,1.2,5.0,-2.0,-2.4000000000000004,0.0,0.0,1,0.7561660354246919
RA-71,Aluno-71,2022,5,C,17.0,Menina,2019.0,Escola Pública,Quartzo,4.332,5.0,1.2,2.0,7.9,7.5,,5.833,-2.0,1.3,2.2,6.6,5.0,-2.0,5.4,0.0,0.0,0,0.2224991175991035
RA-710,ALUNO-710,2021,2.0,B,,,,Rede Decisão,Topázio,8.713,10.0,8.3,9.2,9.5,7.5,8.3,8.4,0.0,,,6.9,5.0,-2.0,-1.4000000000000004,-5.0,-2.0,1,0.8413927610883091
RA-710,Aluno-710,2022,0,G,10.0,Menino,2020.0,Escola Pública,Ametista,7.285,5.0,6.9,8.9,9.5,5.0,,8.0,-2.0,7.0,6.8,6.5,5.0,-1.0,-0.4000000000000003,0.0,1.0,1,0.9328025899383844
RA-710,Aluno-710,2023,FASE 1,1J,,Masculino,2020.0,Pública,Ametista,7.0582,5.0,6.5,9.0,9.5,3.77,7.083333333,7.113333333,-1.0,5.7,7.3,6.75,5.0,-1.0,0.25,0.0,0.0,0,0.34295066948796965
RA-711,ALUNO-711,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.5,5.0,-1.0,,,,0,0.0008088267227571396
RA-712,ALUNO-712,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.0,5.0,-2.0,,,,0,0.0008088267227571396
RA-712,Aluno-712,2022,0,G,11.0,Menino,2019.0,Escola Pública,Ágata,6.026,5.0,8.0,5.1,8.0,5.0,,5.833,-2.0,8.7,7.3,6.7,5.0,-2.0,-1.2999999999999998,0.0,0.0,1,0.8209431601805833
RA-712,Aluno-712,2023,FASE 1,1J,12.0,Masculino,2019.0,Pública,Agata,6.331533333,5.0,6.7,5.6,9.5,3.14,7.5,6.836666667,-2.0,5.5,7.8,6.75,5.0,-1.0,0.0499999999999998,0.0,1.0,1,0.8024446031554454
RA-713,ALUNO-713,2021,2.0,R,,,,Escola Pública,Quartzo,5.129,5.0,2.6,6.3,0.0,6.9,8.1,6.8,-1.0,,,7.8,5.0,-1.0,5.199999999999999,0.0,0.0,0,0.27550024954529856
RA-713,Aluno-713,2022,0,G,9.0,Menino,2021.0,Escola Pública,Ametista,7.42,5.0,7.8,8.7,10.0,7.5,,7.25,-1.0,8.0,7.7,7.5,5.0,-1.0,-0.2999999999999998,0.0,0.0,0,0.26048742740779923
RA-713,Aluno-713,2023,FASE 1,1G,10.0,Masculino,2021.0,Pública,Ametista,7.408033333,5.0,7.5,9.6,8.0,3.77,6.875,8.166666667,-1.0,6.7,8.2,6.75,10.0,0.0,-0.75,5.0,1.0,1,0.9173189929217282
RA-714,ALUNO-714,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.0,5.0,-2.0,,,,0,0.0008088267227571396
RA-714,Aluno-714,2022,0,G,11.0,Menino,2019.0,Escola Pública,Ágata,6.953,5.0,8.0,6.9,9.0,5.6,,7.25,-2.0,8.5,7.5,7.4,5.0,-2.0,-0.5999999999999996,0.0,0.0,0,0.4692620398022882
RA-714,Aluno-714,2023,FASE 1,1J,12.0,Masculino,2019.0,Pública,Agata,6.078666667,5.0,7.4,8.0,0.0,3.14,7.5,7.223333333,-2.0,6.7,8.0,4.0,5.0,-1.0,-3.4000000000000004,0.0,1.0,1,0.8647285877577104
RA-715,ALUNO-715,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.9,5.0,-1.0,,,,0,0.0008088267227571396
RA-715,Aluno-715,2022,0,G,9.0,Menina,2022.0,Escola Pública,Ágata,6.656,5.0,4.9,8.7,8.5,4.4,,7.917,-1.0,4.8,5.0,5.4,5.0,-2.0,0.5,0.0,-1.0,0,0.20012272382810406
RA-715,Aluno-715,2023,ALFA,ALFA I - G2/G3,,Feminino,2022.0,Pública,Quartzo,5.8915,5.0,5.4,9.5,0.0,3.14,5.625,7.675,-2.0,4.5,6.3,2.75,10.0,0.0,-2.6500000000000004,5.0,2.0,1,0.9092887961530424
RA-716,ALUNO-716,2021,2.0,G,,,,Escola Pública,Ametista,6.911,10.0,4.5,6.3,8.5,7.5,7.5,7.1,0.0,,,6.7,5.0,-1.0,2.2,-5.0,-1.0,0,0.24632216858565664
RA-716,Aluno-716,2022,0,G,9.0,Menino,2022.0,Escola Pública,Ágata,6.525,5.0,6.7,8.1,8.9,7.5,,5.417,-1.0,7.3,6.0,5.6,5.0,-1.0,-1.1000000000000003,0.0,0.0,1,0.7025209839289321
RA-716,Aluno-716,2023,FASE 1,1G,10.0,Masculino,2022.0,Pública,Agata,6.813366667,5.0,5.6,8.7,9.0,3.77,6.875,7.443333333,-1.0,5.0,6.2,5.75,5.0,-1.0,0.1500000000000003,0.0,0.0,0,0.2285274075106328
RA-717,ALUNO-717,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.3,5.0,-1.0,,,,0,0.0007538855265298587
RA-717,ALUNO-717,2021,3.0,R,,,,Escola Pública,Quartzo,5.494,5.0,3.3,4.7,8.8,7.5,7.1,5.3,-1.0,,,5.4,5.0,-2.0,2.1000000000000005,0.0,-1.0,0,0.09819530601777607
RA-717,Aluno-717,2022,0,G,10.0,Menina,2021.0,Escola Pública,Ágata,6.832,5.0,5.4,7.3,9.0,7.5,,7.917,-2.0,5.0,5.8,5.9,5.0,-1.0,0.5,0.0,1.0,1,0.8900949695492879
RA-718,ALUNO-718,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,9.2,10.0,0.0,,,,0,0.0008088267227571396
RA-718,Aluno-718,2022,0,G,8.0,Menina,2022.0,Escola Pública,Topázio,8.093,10.0,9.2,8.9,8.0,6.3,,7.417,0.0,9.2,9.2,7.8,10.0,0.0,-1.3999999999999997,0.0,0.0,1,0.95416830166306
RA-718,Aluno-718,2023,FASE 1,1G,,Feminino,2022.0,Pública,Topázio,8.166866667,10.0,7.8,9.1,9.5,3.77,7.916666667,8.39,0.0,6.3,9.2,9.5,10.0,1.0,1.7000000000000002,0.0,1.0,1,0.906697210829242
RA-719,ALUNO-719,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.2,5.0,-2.0,,,,0,0.0008088267227571396
RA-719,Aluno-719,2022,0,G,10.0,Menina,2021.0,Escola Pública,Quartzo,5.552,5.0,4.2,4.6,9.0,7.5,,6.083,-2.0,5.0,3.3,5.9,5.0,-2.0,1.7000000000000002,0.0,0.0,0,0.24796812538348528
RA-719,Aluno-719,2023,ALFA,ALFA J - G2/G3,,Masculino,2021.0,Pública,Agata,6.4137,5.0,5.9,5.3,9.5,7.52,5.625,7.095,-2.0,7.0,4.7,6.5,5.0,-1.0,0.5999999999999996,0.0,1.0,1,0.6907623091869224
RA-72,ALUNO-72,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.8,5.0,-2.0,,,,0,0.0008088267227571396
RA-720,ALUNO-720,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.6,5.0,-1.0,,,,0,0.0008088267227571396
RA-721,ALUNO-721,2021,2.0,I,,,,Escola Pública,Quartzo,5.029,5.0,2.5,3.8,9.5,5.6,6.7,5.5,-1.0,,,7.6,10.0,0.0,5.1,5.0,1.0,1,0.6201514680549849
RA-721,Aluno-721,2022,0,G,8.0,Menina,2021.0,Escola Pública,Ametista,7.973,10.0,7.6,8.1,9.5,7.5,,7.917,0.0,8.2,7.0,8.4,10.0,0.0,0.8000000000000007,0.0,0.0,0,0.1617175729676443
RA-721,Aluno-721,2023,FASE 1,1G,9.0,Feminino,2021.0,Pública,Topázio,8.683366667,10.0,8.4,9.5,8.5,7.52,8.125,8.443333333,0.0,7.5,9.3,8.25,10.0,0.0,-0.1500000000000003,0.0,0.0,0,0.22104972139735465
RA-722,ALUNO-722,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.9,5.0,-1.0,,,,0,0.0007538855265298587
RA-722,ALUNO-722,2021,1.0,M,,,,Escola Pública,Topázio,8.271,5.0,6.9,10.0,10.0,7.5,8.1,9.2,-1.0,,,8.1,5.0,-1.0,1.1999999999999993,0.0,0.0,0,0.3493236771195582
RA-722,Aluno-722,2022,0,G,9.0,Menina,2021.0,Escola Pública,Ametista,7.41,5.0,8.1,8.1,10.0,4.4,,8.333,-1.0,7.8,8.3,6.4,5.0,-1.0,-1.6999999999999993,0.0,0.0,1,0.8308369152847369
RA-723,ALUNO-723,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.5,10.0,0.0,,,,0,0.0008088267227571396
RA-724,ALUNO-724,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.6,10.0,0.0,,,,0,0.0008088267227571396
RA-725,ALUNO-725,2021,2.0,M,,,,Escola Pública,Quartzo,2.767,5.0,0.0,0.4,0.0,7.5,7.5,3.4,-1.0,,,5.0,10.0,0.0,5.0,5.0,1.0,1,0.5515634917854672
RA-725,Aluno-725,2022,0,H,8.0,Menino,2022.0,Escola Pública,Ágata,6.33,10.0,5.0,5.9,8.0,8.1,,5.5,0.0,4.0,6.0,8.4,5.0,-1.0,3.4000000000000004,-5.0,-1.0,0,0.08684327618001102
RA-725,Aluno-725,2023,ALFA,ALFA F - G0/G1,9.0,Masculino,2022.0,Pública,Topázio,8.117366667,5.0,8.4,9.0,9.5,7.52,8.125,8.113333333,-1.0,8.1,8.7,7.25,5.0,-1.0,-1.1500000000000004,0.0,0.0,1,0.8657654126717932
RA-726,ALUNO-726,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.4,10.0,0.0,,,,0,0.0007538855265298587
RA-726,ALUNO-726,2021,0.0,M,,,,Escola Pública,Ágata,5.981,10.0,3.4,4.2,8.4,7.5,7.2,5.7,0.0,,,4.4,10.0,0.0,1.0000000000000004,0.0,0.0,0,0.025373487239110284
RA-726,Aluno-726,2022,0,H,7.0,Menina,2022.0,Escola Pública,Ágata,6.985,10.0,4.4,7.5,10.0,7.5,,6.583,0.0,5.8,3.0,6.0,10.0,0.0,1.5999999999999996,0.0,0.0,0,0.09506900443326026
RA-727,ALUNO-727,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.4,10.0,0.0,,,,0,0.0008088267227571396
RA-727,Aluno-727,2022,0,H,8.0,Menino,2022.0,Escola Pública,Ametista,7.736,10.0,8.4,7.7,9.0,8.1,,6.75,0.0,9.3,7.4,8.0,5.0,-1.0,-0.4000000000000003,-5.0,-1.0,0,0.37723812160712755
RA-727,Aluno-727,2023,ALFA,ALFA G - G2/G3,,Masculino,2022.0,Pública,Ametista,7.6802,5.0,8.0,8.8,9.5,2.52,7.5,9.34,-1.0,8.3,7.7,8.5,10.0,0.0,0.5,5.0,1.0,1,0.9534868860076169
RA-728,ALUNO-728,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,9.1,10.0,0.0,,,,0,0.0008088267227571396
RA-729,ALUNO-729,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.8,5.0,-1.0,,,,0,0.0007538855265298587
RA-729,ALUNO-729,2021,4.0,E,,,,Escola Pública,Ágata,5.686,5.0,5.8,3.9,6.7,7.5,7.5,5.4,-1.0,,,8.1,10.0,0.0,2.3,5.0,1.0,1,0.6326548483290387
RA-729,Aluno-729,2022,0,H,8.0,Menina,2022.0,Escola Pública,Topázio,8.155,10.0,8.1,8.7,10.0,8.1,,7.25,0.0,8.5,7.8,8.6,5.0,-1.0,0.5,-5.0,-1.0,0,0.3941113446596411
RA-729,Aluno-729,2023,ALFA,ALFA V - G0/G1,,Feminino,2022.0,Pública,Ametista,7.26545,5.0,8.6,9.1,8.0,3.77,6.5625,7.01,-1.0,8.2,8.9,6.0,5.0,-1.0,-2.6,0.0,0.0,1,0.9263740815682725
RA-73,ALUNO-73,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.3,5.0,-2.0,,,,0,0.0008088267227571396
RA-730,ALUNO-730,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.8,5.0,-1.0,,,,0,0.0007538855265298587
RA-730,ALUNO-730,2021,5.0,F,,,,Rede Decisão,Ágata,5.69,5.0,5.8,4.4,8.3,5.0,7.3,5.3,-1.0,,,8.3,5.0,-2.0,2.500000000000001,0.0,-1.0,0,0.21448333077939807
RA-730,Aluno-730,2022,0,I,10.0,Menina,2021.0,Escola Pública,Ametista,7.902,5.0,8.3,8.2,10.0,8.8,,8.25,-2.0,8.7,8.0,7.8,5.0,-1.0,-0.5000000000000009,0.0,1.0,1,0.9561591702227203
RA-730,Aluno-730,2023,FASE 1,1F,10.0,Feminino,2021.0,Privada,Ametista,7.979325,5.0,7.8,8.7,10.0,5.02,9.53125,8.67,-1.0,7.8,7.7,9.5,10.0,0.0,1.7000000000000002,5.0,1.0,1,0.970224677180367
RA-731,ALUNO-731,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.3,5.0,-2.0,,,,0,0.0008088267227571396
RA-731,Aluno-731,2022,0,I,10.0,Menina,2019.0,Escola Pública,Ametista,7.151,5.0,7.3,8.5,9.0,6.9,,7.083,-2.0,7.3,7.2,6.8,5.0,-1.0,-0.5,0.0,1.0,1,0.8112903726320083
RA-731,Aluno-731,2023,FASE 1,1J,11.0,Feminino,2019.0,Pública,Agata,6.7742,5.0,6.8,7.6,8.5,3.14,7.5,7.45,-1.0,6.2,7.3,2.5,5.0,-1.0,-4.3,0.0,0.0,1,0.8131792288840239
RA-732,ALUNO-732,2021,5.0,L,,,,Rede Decisão,Ametista,7.765,10.0,8.0,6.4,7.9,7.5,8.1,7.7,0.0,,,7.2,5.0,-1.0,-0.7999999999999998,-5.0,-1.0,1,0.7188935120942357
RA-733,ALUNO-733,2021,3.0,L,,,,Rede Decisão,Ametista,6.89,10.0,4.4,6.4,8.8,6.3,7.7,7.3,0.0,,,5.1,5.0,-1.0,0.6999999999999993,-5.0,-1.0,0,0.15281626472174314
RA-733,Aluno-733,2022,0,J,9.0,Menina,2022.0,Escola Pública,Ágata,6.684,5.0,5.1,8.5,9.5,5.6,,6.917,-1.0,6.0,4.2,6.2,10.0,0.0,1.1000000000000003,5.0,1.0,1,0.6418133542900677
RA-733,Aluno-733,2023,FASE 1,1G,9.0,Feminino,2022.0,Pública,Topázio,8.3342,10.0,6.2,8.7,10.0,7.52,8.333333333,8.893333333,0.0,4.3,8.0,9.25,5.0,-1.0,3.05,-5.0,-1.0,0,0.2168393508997291
RA-734,ALUNO-734,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.3,5.0,-2.0,,,,0,0.0008088267227571396
RA-734,Aluno-734,2022,0,J,10.0,Menina,2022.0,Escola Pública,Ágata,6.952,5.0,7.3,7.2,9.5,5.6,,7.417,-2.0,8.0,6.5,6.9,5.0,-1.0,-0.3999999999999994,0.0,1.0,1,0.8391763859257618
RA-735,ALUNO-735,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.3,5.0,-2.0,,,,0,0.0008088267227571396
RA-735,Aluno-735,2022,0,J,10.0,Menina,2021.0,Escola Pública,Ametista,7.485,5.0,7.3,9.0,9.0,5.6,,8.583,-2.0,7.8,6.7,8.1,5.0,-1.0,0.7999999999999998,0.0,1.0,1,0.9190063658837939
RA-735,Aluno-735,2023,FASE 1,1J,11.0,Feminino,2021.0,Pública,Ametista,7.184,5.0,8.1,9.0,0.0,7.52,8.333333333,8.393333333,-1.0,7.7,8.5,8.0,5.0,-1.0,-0.0999999999999996,0.0,0.0,0,0.580838970531755
RA-736,ALUNO-736,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.6,10.0,0.0,,,,0,0.0007538855265298587
RA-736,ALUNO-736,2021,0.0,N,,,,Escola Pública,Quartzo,5.113,10.0,3.6,5.0,9.0,0.0,2.5,6.2,0.0,,,5.4,5.0,-2.0,1.8000000000000005,-5.0,-2.0,0,0.08082858332102591
RA-736,Aluno-736,2022,0,J,10.0,Menino,2022.0,Escola Pública,Ágata,6.707,5.0,5.4,8.5,9.0,5.6,,7.0,-2.0,4.7,6.2,6.7,5.0,-1.0,1.2999999999999998,0.0,1.0,1,0.8523399644431777
RA-737,ALUNO-737,2021,2.0,N,,,,Escola Pública,Ametista,7.431,5.0,6.9,7.1,9.0,7.5,8.5,8.1,-1.0,,,9.0,5.0,-1.0,2.1,0.0,0.0,0,0.361731186602997
RA-737,Aluno-737,2022,0,J,9.0,Menina,2022.0,Escola Pública,Ametista,8.058,5.0,9.0,9.2,9.5,5.6,,9.167,-1.0,8.5,9.5,7.5,10.0,0.0,-1.5,5.0,1.0,1,0.8325086171945814
RA-737,Aluno-737,2023,FASE 1,1J,9.0,Feminino,2022.0,Pública,Topázio,8.048033333,10.0,7.5,7.8,9.5,7.52,7.291666667,7.783333333,0.0,7.0,8.0,9.25,10.0,0.0,1.75,0.0,0.0,0,0.14964755146429723
RA-738,ALUNO-738,2021,3.0,J,,,,Rede Decisão,Ametista,8.042,10.0,8.1,7.8,9.2,6.3,7.5,7.9,0.0,,,5.7,10.0,0.0,-2.3999999999999995,0.0,0.0,1,0.7359970239440774
RA-738,Aluno-738,2022,0,J,8.0,Menina,2022.0,Escola Pública,Ametista,7.227,10.0,5.7,8.1,8.5,5.6,,7.5,0.0,7.7,3.7,6.0,10.0,0.0,0.2999999999999998,0.0,0.0,0,0.11203163224232768
RA-738,Aluno-738,2023,FASE 1,1F,,Feminino,2022.0,Pública,Topázio,8.123283333,10.0,6.0,9.3,8.0,7.52,8.4375,8.336666667,0.0,4.2,7.8,7.25,5.0,-1.0,1.25,-5.0,-1.0,0,0.31259696744478255
RA-739,ALUNO-739,2021,3.0,A,,,,Rede Decisão,Ametista,8.085,5.0,7.6,8.1,9.2,8.8,8.1,9.2,-1.0,,,5.9,10.0,0.0,-1.6999999999999993,5.0,1.0,1,0.7580408805984313
RA-739,Aluno-739,2022,0,J,8.0,Menino,2022.0,Escola Pública,Ágata,6.82,10.0,5.9,7.3,6.4,5.6,,7.083,0.0,6.0,5.8,7.6,5.0,-1.0,1.6999999999999993,-5.0,-1.0,0,0.14284733938798838
RA-74,ALUNO-74,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,2.0,5.0,-1.0,,,,0,0.0008088267227571396
RA-740,ALUNO-740,2021,0.0,P,,,,Escola Pública,Ágata,6.421,5.0,4.2,5.8,9.0,7.5,7.5,7.6,-2.0,,,7.2,5.0,-1.0,3.0,0.0,1.0,1,0.8965186648710443
RA-740,Aluno-740,2022,0,J,9.0,Menina,2022.0,Escola Pública,Ametista,7.218,5.0,7.2,9.0,8.5,5.6,,7.5,-1.0,7.3,7.0,9.1,5.0,-2.0,1.8999999999999997,0.0,-1.0,0,0.23541007859753965
RA-740,Aluno-740,2023,ALFA,ALFA G - G2/G3,10.0,Feminino,2022.0,Privada,Ametista,7.2845,5.0,9.1,8.7,0.0,7.52,6.875,8.925,-2.0,9.0,9.2,8.0,5.0,-1.0,-1.0999999999999996,0.0,1.0,1,0.9295157285826662
RA-741,ALUNO-741,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.2,10.0,0.0,,,,0,0.0007538855265298587
RA-741,ALUNO-741,2021,5.0,B,,,,Escola Pública,Ametista,7.002,10.0,6.2,4.4,8.8,7.5,8.0,7.3,0.0,,,6.3,5.0,-2.0,0.0999999999999996,-5.0,-2.0,0,0.2164616835407874
RA-741,Aluno-741,2022,0,J,10.0,Menina,2022.0,Escola Pública,Ágata,6.896,5.0,6.3,8.4,9.5,5.6,,7.417,-2.0,7.3,5.2,5.1,5.0,-2.0,-1.2000000000000002,0.0,0.0,1,0.8229826259272844
RA-741,Aluno-741,2023,ALFA,ALFA J - G2/G3,11.0,Feminino,2022.0,Pública,Agata,6.2707,5.0,5.1,6.9,9.5,4.39,5.625,7.095,-2.0,4.2,6.0,3.75,5.0,-1.0,-1.3499999999999996,0.0,1.0,1,0.8061766837408245
RA-742,ALUNO-742,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.8,10.0,0.0,,,,0,0.0007538855265298587
RA-742,ALUNO-742,2021,3.0,G,,,,Escola Pública,Ametista,7.36,10.0,6.8,6.1,7.5,7.5,7.7,7.5,0.0,,,7.3,5.0,-1.0,0.5,-5.0,-1.0,0,0.19692628903975642
RA-742,Aluno-742,2022,0,J,9.0,Menina,2022.0,Escola Pública,Ametista,7.097,5.0,7.3,8.7,8.5,5.0,,7.5,-1.0,8.3,6.2,7.5,5.0,-2.0,0.2000000000000001,0.0,-1.0,0,0.23616297957657786
RA-743,ALUNO-743,2021,1.0,J,,,,Escola Pública,Ametista,8.061,10.0,6.4,8.8,10.0,5.0,7.9,8.7,0.0,,,4.8,5.0,-1.0,-1.6000000000000003,-5.0,-1.0,1,0.7367546233888705
RA-743,Aluno-743,2022,0,J,9.0,Menina,2022.0,Escola Pública,Ágata,6.672,5.0,4.8,7.9,10.0,5.6,,7.5,-1.0,4.8,4.8,7.1,5.0,-2.0,2.3,0.0,-1.0,0,0.24629144726312327
RA-743,Aluno-743,2023,ALFA,ALFA E - G2/G3,10.0,Feminino,2022.0,Pública,Agata,6.659,5.0,7.1,9.1,0.0,3.77,7.5,9.01,-2.0,7.3,6.8,7.0,5.0,-1.0,-0.0999999999999996,0.0,1.0,1,0.9069443273173768
RA-744,ALUNO-744,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.2,10.0,0.0,,,,0,0.0008088267227571396
RA-745,ALUNO-745,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.1,5.0,-1.0,,,,0,0.0008088267227571396
RA-745,Aluno-745,2022,0,J,9.0,Menino,2021.0,Rede Decisão,Ametista,7.382,5.0,8.1,8.5,9.0,5.6,,7.75,-1.0,8.5,7.7,7.0,5.0,-1.0,-1.0999999999999996,0.0,0.0,1,0.7794299594420733
RA-745,Aluno-745,2023,FASE 1,1G,,Masculino,2021.0,Privada - Programa de Apadrinhamento,Ametista,7.668366667,5.0,7.0,9.3,9.5,3.77,8.125,8.893333333,-1.0,5.7,8.2,8.5,10.0,0.0,1.5,5.0,1.0,1,0.9534106788709265
RA-746,ALUNO-746,2021,2.0,G,,,,Rede Decisão,Topázio,9.107,10.0,9.3,8.8,9.0,8.8,8.5,9.4,0.0,,,7.2,10.0,0.0,-2.1000000000000005,0.0,0.0,1,0.8617332373859762
RA-746,Aluno-746,2022,0,J,8.0,Menino,2022.0,Escola Pública,Ametista,7.656,10.0,7.2,9.1,8.0,5.6,,7.417,0.0,7.7,6.7,7.2,10.0,0.0,0.0,0.0,0.0,0,0.2619346685757739
RA-746,Aluno-746,2023,FASE 1,1G,,Masculino,2022.0,Pública,Agata,6.517166667,10.0,7.2,8.0,0.0,3.77,6.875,7.113333333,0.0,6.0,8.3,8.0,10.0,0.0,0.7999999999999998,0.0,0.0,0,0.2353473337644699
RA-747,ALUNO-747,2021,4.0,E,,,,Escola Pública,Topázio,8.675,10.0,7.4,8.9,8.8,7.5,9.2,9.3,0.0,,,8.8,5.0,-2.0,1.4000000000000004,-5.0,-2.0,0,0.38872708902642716
RA-747,Aluno-747,2022,0,K,11.0,Menina,2022.0,Escola Pública,Ametista,7.676,5.0,8.8,7.6,10.0,7.5,,7.917,-2.0,8.2,9.4,3.1,5.0,-1.0,-5.700000000000001,0.0,1.0,1,0.927130226987171
RA-747,Aluno-747,2023,FASE 1,1L,11.0,Feminino,2022.0,Pública,Agata,6.026366667,5.0,3.1,8.0,10.0,3.14,6.041666667,6.94,-1.0,1.2,5.0,2.25,5.0,-2.0,-0.8500000000000001,0.0,-1.0,1,0.6689868690102753
RA-748,ALUNO-748,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.4,5.0,-2.0,,,,0,0.0007538855265298587
RA-748,ALUNO-748,2021,0.0,Q,,,,Escola Pública,Ametista,7.985,5.0,6.4,10.0,10.0,7.5,7.8,8.3,-2.0,,,9.1,5.0,-1.0,2.6999999999999997,0.0,1.0,1,0.8255558076462497
RA-748,Aluno-748,2022,0,K,9.0,Menino,2022.0,Escola Pública,Topázio,8.084,5.0,9.1,9.0,10.0,7.5,,8.25,-1.0,9.6,8.6,9.1,5.0,-2.0,0.0,0.0,-1.0,0,0.31997633179358187
RA-748,Aluno-748,2023,ALFA,ALFA O - G2/G3,,Masculino,2022.0,Pública,Topázio,8.7142,5.0,9.1,9.7,9.5,7.52,7.5,10.01,-2.0,9.0,9.2,7.75,5.0,-1.0,-1.3499999999999996,0.0,1.0,1,0.8332847498977
RA-749,ALUNO-749,2021,4.0,G,,,,Escola Pública,Ágata,6.508,5.0,7.6,5.0,6.3,7.5,7.5,6.8,-1.0,,,8.8,5.0,-1.0,1.200000000000001,0.0,0.0,0,0.48449093526323517
